annee,region,culture,saison,temperature_C,precipitations_mm,humidite_pct,rayonnement_MJm2,etp_mmd,co2_ppm,usage_terres_pct,stress_ecologique_idx,type_sol,ph_sol,matiere_organique_pct,N_kgha,P_kgha,K_kgha,irrigation,pratique_agricole,altitude_m,superficie_ha,rendement_tha,production_t
2020,Littoral,maïs,petite_saison_pluies,27.49,2927.75,78.37,19.68,5.09,422.01,45.22,35.02,alluvial,5.98,5.74,87.98,51.19,89.98,goutte-à-goutte,intégrée,135.3,7.22,0.51,3.68
2003,Adamaoua,pomme_de_terre,grande_saison_pluies,17.98,1158.18,59.6,26.16,3.18,388.6,57.09,53.14,limoneux,6.39,3.21,153.36,61.91,238.99,aspersion,conventionnelle,1052.5,4.62,10.09,46.62
2001,Nord-Ouest,riz,petite_saison_pluies,17.19,1739.98,65.39,15.97,3.44,382.12,86.26,44.96,ferrallitique_rouge,5.57,3.98,86.02,47.08,74.54,non_irriguée,améliorée,1707.9,2.65,1.72,4.56
2019,Ouest,haricot,saison_sèche,21.1,1374.83,63.68,15.08,2.88,424.79,63.91,29.69,limoneux,5.74,4.11,23.54,29.08,67.47,gravitaire,intégrée,1177.3,0.27,0.67,0.18
2012,Nord-Ouest,haricot,petite_saison_sèche,22.71,1632.68,64.18,20.6,3.77,409.61,43.13,12.27,limon-argileux,6.8,2.91,21.23,29.96,61.2,aspersion,intégrée,1820.7,0.91,0.4,0.36
2009,Nord,mil,petite_saison_sèche,30.29,851.61,37.72,13.47,2.55,406.71,88.73,49.58,vertisol,5.99,1.12,55.16,24.56,40.78,pluviale,conventionnelle,251.0,0.1,0.62,0.06
2022,Ouest,oignon,grande_saison_pluies,26.57,1886.01,75.68,9.82,6.26,428.69,81.48,44.18,limoneux,5.52,3.61,123.79,58.38,120.63,aspersion,biologique,1527.7,2.85,0.54,1.54
2023,Sud,ananas,petite_saison_sèche,24.43,1929.94,90.25,15.56,5.77,436.66,43.76,38.63,sableux_forestier,5.5,1.47,65.24,39.64,145.61,non_irriguée,conventionnelle,496.2,1.24,15.31,18.98
2004,Ouest,café_arabica,saison_sèche,21.18,1545.73,76.14,28.13,5.75,388.91,60.06,44.8,andosolique,5.4,3.35,67.67,26.02,143.41,aspersion,intégrée,1864.8,2.78,0.64,1.78
2000,Nord-Ouest,riz,grande_saison_pluies,19.11,1757.24,68.23,13.83,5.44,382.76,55.69,37.13,limon-argileux,7.6,1.74,107.37,60.59,95.1,gravitaire,améliorée,1391.3,0.17,1.08,0.18
2024,Littoral,maïs,grande_saison_pluies,24.07,2543.42,88.35,17.6,5.21,432.37,67.7,47.67,alluvial,5.41,4.51,120.62,41.83,50.96,aspersion,intégrée,0,0.1,1.23,0.12
2018,Nord-Ouest,pomme_de_terre,saison_sèche,15.04,1738.93,90.42,12.11,3.97,419.99,38.39,52.3,ferrallitique_rouge,6.3,4.56,142.95,84.62,194.76,goutte-à-goutte,traditionnelle,2191.5,0.1,8.31,0.83
2000,Sud-Ouest,ananas,petite_saison_sèche,27.95,3757.34,82.57,21.83,4.84,377.4,41.42,46.09,volcanique,5.38,2.56,99.98,41.35,155.4,aspersion,biologique,334.8,2.27,7.18,16.3
2004,Nord-Ouest,haricot,grande_saison_pluies,8,2167.34,85.84,22.65,4.23,385.7,75.58,20.18,andosolique,6.16,3.62,10.64,49.48,43.49,non_irriguée,traditionnelle,1541.5,2.41,0.22,0.53
2008,Est,bananier,grande_saison_pluies,22.33,1579.52,80.37,12.28,3.83,388.27,82.32,53.64,ferrallitique,6.88,4.32,245.46,13.53,355.14,gravitaire,améliorée,584.2,0.1,5.1,0.51
2004,Ouest,tomate,petite_saison_sèche,20.54,1642.08,81.17,19.48,5.73,388.96,59.72,26.31,limoneux,5.18,0.74,129.21,33.34,168.47,aspersion,conventionnelle,1470.8,3.29,7.37,24.25
2024,Extrême-Nord,oignon,saison_sèche,40.26,436.51,40.65,20.98,5.41,430.09,52.91,52.21,vertisol,6.7,3.54,106.37,50.07,133.28,non_irriguée,conventionnelle,221.4,0.1,3.55,0.35
2015,Sud,café_robusta,petite_saison_sèche,22.55,1468.92,85.83,13.85,4.22,413.64,56.65,64.31,sableux_forestier,5.82,3.39,90.02,44.16,93.51,pluviale,biologique,689.7,3.53,0.51,1.8
2013,Centre,tomate,petite_saison_sèche,16.06,1379.68,78.02,22.92,1.56,414.39,52.32,38.84,hydromorphe,6.49,1.99,94.68,67.52,181.12,pluviale,améliorée,648.8,0.39,4.32,1.68
2019,Extrême-Nord,coton,petite_saison_sèche,38.94,458.09,34.14,21.44,7.66,418.08,74.18,57.11,sableux,6.64,2.43,65.14,35.95,62.96,gravitaire,intégrée,328.8,1.99,0.62,1.23
2019,Ouest,tomate,saison_sèche,24.3,1214.79,75.1,15.23,5.3,419.18,33.59,33.33,limoneux,6.46,3.34,131.25,51.54,178.35,gravitaire,traditionnelle,1342.4,2.21,4.21,9.3
2004,Nord,tomate,petite_saison_pluies,32.4,737.77,49.15,21.11,4.86,386.5,74.38,37.2,vertisol,6.66,3.9,117.1,63.57,114.86,aspersion,intégrée,581.6,0.1,8.15,0.82
2002,Centre,palmier_à_huile,grande_saison_pluies,24.96,1730.97,74.12,21.47,5.84,381.96,85.33,54.83,alluvial,5.92,2.53,93.9,49.44,199.11,non_irriguée,conventionnelle,720.2,3.98,14.74,58.67
2014,Extrême-Nord,coton,petite_saison_sèche,27.4,841.23,30.62,15.08,3.66,414.35,23.78,43.39,vertisol,6.65,2.31,90.38,23.66,41.89,gravitaire,améliorée,264.3,2.62,1.27,3.33
2014,Littoral,palmier_à_huile,petite_saison_pluies,25.4,2614.41,79.41,10.07,6.49,414.65,48.08,58.93,sableux_côtier,6.03,3.6,84.55,42.59,192.61,non_irriguée,traditionnelle,0,0.1,17.62,1.76
2002,Sud-Ouest,ananas,grande_saison_pluies,25.02,2931.15,84.26,15.01,5.44,393.31,42.87,41.23,ferrallitique,5.4,4.21,73.93,19.04,184.01,aspersion,traditionnelle,152.9,3.28,23.14,75.9
2023,Nord-Ouest,haricot,grande_saison_pluies,16.74,1524.23,62.11,25.19,4.27,426.42,53.83,19.07,ferrallitique_rouge,6.33,2.32,19.86,42.27,16.37,aspersion,biologique,2190.5,0.1,0.36,0.04
2018,Nord,mil,petite_saison_sèche,24.55,742.78,40.97,19.44,4.85,418.01,61.9,20.09,brun_subaride,6.49,3.3,38.81,29.89,51.29,non_irriguée,conventionnelle,398.1,2.92,0.51,1.49
2016,Adamaoua,patate_douce,grande_saison_pluies,21.61,1455.53,73.17,18.1,4.25,419.04,48.54,31.29,ferrallitique_lessivé,5.75,3.88,56.44,27.91,128.75,non_irriguée,traditionnelle,1467.0,2.67,6.02,16.07
2003,Est,maïs,petite_saison_pluies,23.44,1056.52,91.09,14.1,3.06,392.39,32.16,48.08,hydromorphe,6.22,2.89,109.21,41.26,77.25,pluviale,biologique,498.5,0.46,1.53,0.7
2006,Nord,tomate,grande_saison_pluies,34.7,1118.85,40.99,25.62,5.86,396.37,59.83,25.47,sableux,6.27,2.35,100.27,36.64,151.27,non_irriguée,traditionnelle,609.5,4.62,10.13,46.8
2001,Nord,tomate,saison_sèche,35.24,1415.07,63.04,20.07,6.37,389.95,84.68,36.19,sableux,6.66,4.63,109.75,60.17,265.99,gravitaire,traditionnelle,343.1,0.77,4.03,3.1
2014,Nord,coton,petite_saison_sèche,29.95,932.04,66.43,20.45,4.55,419.28,70.38,55.06,vertisol,6.6,3.54,75.23,44.69,62.11,goutte-à-goutte,conventionnelle,379.6,2.57,1.09,2.8
2000,Extrême-Nord,sorgho,grande_saison_pluies,36.84,577.36,36.64,21.41,4.01,377.76,47.05,36.32,sableux,6.53,3.24,32.36,37.76,40.43,non_irriguée,intégrée,295.1,5.04,1.45,7.31
2000,Nord,coton,grande_saison_pluies,30.69,996.34,51.06,19.05,4.6,374.76,55.25,31.98,brun_subaride,6.52,4.48,49.38,27.22,42.61,pluviale,biologique,501.5,2.15,0.75,1.61
2019,Est,bananier,petite_saison_sèche,26.84,1412.52,82.79,20.16,4.84,422.66,58.94,52.17,hydromorphe,5.51,3.34,234.28,26.11,330.17,aspersion,biologique,811.2,0.1,18.08,1.81
2023,Est,bananier,petite_saison_pluies,25.94,1658.14,91.08,11.41,6.16,430.65,20.35,56.43,alluvial,5.94,4.48,172.53,80.9,282.69,aspersion,intégrée,523.0,1.41,13.07,18.43
2003,Centre,maïs,grande_saison_pluies,21.85,1427.93,66.45,22.97,2.58,388.23,69.92,46.28,hydromorphe,5.84,3.01,122.07,43.73,79.98,gravitaire,biologique,742.3,3.44,1.04,3.58
2024,Adamaoua,maïs,grande_saison_pluies,23.26,1161.27,64.68,17.17,4.03,440.51,67.52,31.44,ferrallitique_lessivé,6.66,4.96,123.6,38.76,38.49,non_irriguée,traditionnelle,844.0,1.89,1.57,2.97
2014,Centre,ananas,saison_sèche,22.38,1309.46,84.36,22.04,5.52,406.57,44.81,54.12,alluvial,5.85,2.87,52.31,25.7,179.14,pluviale,améliorée,886.9,6.77,22.51,152.39
2020,Nord-Ouest,tomate,saison_sèche,17.24,1725.45,75.07,25.32,2.18,428.15,64.31,37.38,andosolique,6.1,1.84,145.43,67.33,166.19,pluviale,intégrée,1917.3,3.62,4.53,16.4
2000,Centre,manioc,saison_sèche,24.73,1552.85,95.67,21.65,2.53,380.77,37.44,56.65,ferrallitique,5.77,3.32,70.21,44.74,92.33,gravitaire,intégrée,866.8,3.37,10.52,35.45
2003,Sud,cacao,saison_sèche,22.09,1878.6,84.81,18.18,3.56,379.95,49.87,11.21,sableux_forestier,5.93,4.51,77.36,26.99,133.68,goutte-à-goutte,traditionnelle,724.0,0.65,0.26,0.17
2005,Sud,bananier,petite_saison_sèche,25.95,1428.47,91.27,18.57,2.73,395.13,56.5,38.95,hydromorphe,6.54,1.17,157.41,49.44,235.48,pluviale,traditionnelle,599.0,4.9,19.39,95.01
2023,Ouest,maïs,petite_saison_sèche,18.53,1584.91,69.38,12.03,3.77,432.73,31.7,28.03,ferrallitique_rouge,5.7,5.1,72.84,63.66,106.51,aspersion,biologique,1750.8,0.1,1.77,0.18
2004,Sud,manioc,petite_saison_pluies,23.79,1844.46,92.05,20.26,4.05,394.89,39.92,47.38,hydromorphe,6.1,1.01,43.98,24.78,114.67,pluviale,conventionnelle,497.2,2.49,3.7,9.21
2004,Ouest,oignon,petite_saison_sèche,23.13,1712.41,61.88,20.32,5.35,388.03,41.31,33.65,ferrallitique_rouge,6.02,1.4,114.31,53.91,127.62,aspersion,biologique,1974.5,3.02,0.5,1.51
2022,Est,cacaotier,petite_saison_sèche,24.84,1718.83,81.46,13.71,4.22,429.11,48.18,50.04,ferrallitique,6.07,1.86,33.44,42.26,107.36,goutte-à-goutte,intégrée,680.2,5.6,0.65,3.64
2011,Nord,mil,saison_sèche,34.37,837.24,41.6,14.17,4.22,405.6,40.33,33.03,brun_subaride,6.18,5.38,44.36,28.77,45.88,pluviale,intégrée,420.6,3.06,1.14,3.49
2020,Sud,palmier_à_huile,petite_saison_sèche,21.88,2090.11,88.92,22.81,4.09,430.02,31.03,62.43,ferrallitique,5.96,4.09,82.77,24.85,125.51,goutte-à-goutte,améliorée,672.9,1.97,7.73,15.23
2013,Est,palmier_à_huile,grande_saison_pluies,24.44,1596.41,76.9,9.92,3.26,412.97,53.4,20.09,hydromorphe,5.64,0.3,121.67,40.17,163.73,pluviale,conventionnelle,816.2,2.26,12.79,28.91
2024,Nord,sorgho,grande_saison_pluies,35.49,964.64,38.22,16.56,5.6,437.47,30.35,40.62,vertisol,5.69,1.09,70.77,32.12,53.36,aspersion,conventionnelle,451.7,2.73,1.01,2.76
2009,Nord-Ouest,tomate,petite_saison_pluies,19.56,1416.24,76.11,21.17,2.65,402.35,67.47,35.5,andosolique,6.64,2.45,139.55,26.99,221.37,goutte-à-goutte,améliorée,2489.1,2.76,9.04,24.95
2020,Ouest,café_arabica,saison_sèche,21.34,1842.89,75.01,17.93,3.39,426.82,67.62,27.16,limoneux,6.21,0.51,82.67,34.83,113.54,non_irriguée,conventionnelle,1429.4,0.1,0.69,0.07
2006,Sud,ananas,saison_sèche,25.9,1628.79,82.04,19.49,3.25,397.4,64.4,32.88,ferrallitique,5.21,3.58,76.25,44.69,243.84,goutte-à-goutte,traditionnelle,534.0,2.11,21.86,46.12
2004,Ouest,haricot,grande_saison_pluies,21.62,2008.89,52.79,12.65,4.12,391.11,40.67,13.0,andosolique,6.65,1.64,5,60.55,79.29,pluviale,conventionnelle,1477.4,1.16,0.34,0.39
2017,Centre,ananas,grande_saison_pluies,22.37,1791.11,83.02,20.02,3.95,415.59,100,37.35,ferrallitique,5.27,1.46,78.41,37.89,93.07,goutte-à-goutte,intégrée,510.4,3.35,15.21,50.95
2005,Nord,mil,petite_saison_pluies,31.55,958.07,33.01,22.45,6.02,386.52,58.7,25.59,brun_subaride,5.59,3.46,31.33,11.37,24.66,pluviale,traditionnelle,208.4,5.39,0.89,4.8
2009,Sud-Ouest,ananas,petite_saison_pluies,22.5,3003.07,91.2,19.43,3.84,396.96,46.46,39.08,alluvial,5.44,3.84,75.25,35.72,210.54,gravitaire,biologique,0,1.93,10.8,20.84
2015,Ouest,pomme_de_terre,petite_saison_pluies,13.86,1262.4,79.85,20.21,2.93,405.51,5,62.28,ferrallitique_rouge,5.93,0.99,181.96,30.19,179.83,gravitaire,biologique,1693.8,0.33,7.54,2.49
2011,Est,cacaotier,petite_saison_sèche,23.0,1635.34,81.81,14.86,4.07,407.63,80.42,11.8,alluvial,6.36,3.53,45.1,36.47,125.69,gravitaire,traditionnelle,440.8,1.69,0.81,1.37
2006,Ouest,tomate,grande_saison_pluies,17.62,2018.51,72.29,18.53,3.15,391.77,36.45,46.2,ferrallitique_rouge,6.24,4.85,96.19,65.64,150.21,non_irriguée,améliorée,1921.0,0.71,3.45,2.45
2016,Extrême-Nord,arachide,petite_saison_pluies,33.47,598.56,31.1,17.07,4.31,424.99,35.77,24.33,vertisol,5.57,6.37,14.72,34.17,66.41,pluviale,traditionnelle,373.8,0.1,1.82,0.18
2015,Nord,arachide,saison_sèche,34.82,620.13,41.68,20.92,4.38,412.49,52.44,42.3,vertisol,5.44,3.05,12.28,28.81,55.95,goutte-à-goutte,intégrée,444.5,1.0,1.12,1.12
2002,Sud-Ouest,ananas,saison_sèche,27.61,3500.1,84.18,13.32,1.96,387.93,38.85,16.17,ferrallitique,6.17,3.58,73.52,32.7,226.97,non_irriguée,conventionnelle,614.1,1.93,4.96,9.57
2019,Littoral,ananas,petite_saison_sèche,27.19,2286.08,87.45,14.83,5.19,427.44,60.69,48.12,ferrallitique,6.34,2.79,68.14,33.52,193.15,goutte-à-goutte,améliorée,22.7,1.19,13.88,16.52
2023,Adamaoua,soja,petite_saison_pluies,22.24,1370.88,57.13,18.01,2.75,431.93,38.36,51.71,ferrallitique_lessivé,6.0,4.47,30.58,47.79,90.33,non_irriguée,traditionnelle,1228.8,1.23,0.68,0.84
2000,Adamaoua,riz,grande_saison_pluies,24.15,1854.81,60.39,22.38,4.74,386.61,72.88,40.45,brun_eutrophe,6.06,2.68,134.75,50.97,103.24,aspersion,traditionnelle,741.9,0.11,1.2,0.13
2023,Littoral,cacaotier,saison_sèche,27.03,3000.47,86.74,19.16,5.12,434.27,85.7,32.33,sableux_côtier,6.44,3.87,71.28,37.03,133.3,non_irriguée,améliorée,108.8,2.61,0.24,0.63
2016,Nord-Ouest,riz,grande_saison_pluies,18.38,1656.86,71.58,21.28,5.58,421.5,56.2,39.44,ferrallitique_rouge,7.19,2.2,70.75,28.9,86.6,pluviale,traditionnelle,1668.2,5.35,1.43,7.65
2018,Nord-Ouest,maïs,petite_saison_sèche,12.06,1464.62,84.66,17.86,3.6,420.56,29.29,35.95,andosolique,6.58,3.69,89.95,49.32,83.78,aspersion,améliorée,1471.1,0.1,0.84,0.08
2009,Sud-Ouest,thé,saison_sèche,24.1,3214.63,89.9,17.88,5.17,401.43,62.54,47.23,volcanique,4.74,3.02,129.92,45.57,84.81,goutte-à-goutte,améliorée,0,2.02,1.34,2.71
2023,Sud-Ouest,poivre,petite_saison_pluies,25.33,3432.61,81.43,14.77,3.69,434.25,62.92,50.87,alluvial,4.96,3.81,44.27,29.84,91.96,non_irriguée,biologique,213.5,2.21,1.33,2.94
2001,Extrême-Nord,sorgho,saison_sèche,32.67,546.38,35.64,8.67,5.25,378.68,29.84,24.37,vertisol,5.56,1.45,76.33,30.04,55.19,non_irriguée,biologique,349.9,3.76,0.84,3.16
2011,Centre,palmier_à_huile,petite_saison_sèche,24.37,1448.51,72.67,15.9,4.35,405.4,71.36,33.9,hydromorphe,5.67,1.31,82.5,49.26,139.85,goutte-à-goutte,conventionnelle,773.0,2.7,16.14,43.58
2021,Adamaoua,soja,saison_sèche,19.1,1562.71,65.6,16.04,4.14,428.87,37.87,20.41,ferrallitique_lessivé,5.9,3.69,34.34,43.16,79.6,gravitaire,intégrée,1581.0,1.45,0.84,1.22
2003,Centre,bananier,saison_sèche,28.33,1291.18,79.87,23.23,2.95,382.61,83.59,17.62,alluvial,6.21,3.31,185.73,54.36,326.99,non_irriguée,traditionnelle,658.9,3.88,11.11,43.11
2011,Adamaoua,haricot,petite_saison_pluies,23.96,1339.69,62.8,19.9,4.49,403.79,39.91,32.24,limoneux,6.02,2.24,13.04,35.12,59.99,non_irriguée,biologique,721.0,3.29,0.61,2.01
2024,Littoral,macabo,grande_saison_pluies,24.81,2810.41,79.16,17.09,4.87,431.17,41.0,47.67,alluvial,5.54,3.1,42.55,20.41,109.65,gravitaire,conventionnelle,103.7,0.88,5.14,4.52
2020,Sud,ananas,grande_saison_pluies,28.57,1548.45,94.85,16.06,4.63,426.35,34.63,17.41,ferrallitique,5.47,0.83,86.06,15.88,203.4,aspersion,biologique,546.2,3.83,11.17,42.78
2016,Sud,manioc,petite_saison_sèche,26.57,1838.28,85.11,23.07,3.53,420.02,34.1,30.01,hydromorphe,5.38,1.11,68.84,18.63,85.13,goutte-à-goutte,améliorée,699.3,2.18,3.04,6.63
2001,Est,maïs,saison_sèche,26.3,1403.39,92.15,17.29,4.03,383.91,61.87,32.21,alluvial,5.7,3.82,90.54,44.15,107.35,gravitaire,améliorée,607.9,4.35,2.37,10.31
2005,Extrême-Nord,niébé,petite_saison_sèche,26.79,720.45,37.25,14.99,6.07,394.4,41.78,33.55,vertisol,5.91,4.38,14.35,27.24,47.46,goutte-à-goutte,traditionnelle,279.1,3.04,0.74,2.25
2015,Littoral,cacaotier,grande_saison_pluies,22.08,2824.28,82.19,22.42,5.93,417.75,73.09,55.45,sableux_côtier,5.97,3.57,83.47,28.67,109.86,aspersion,conventionnelle,0,2.97,0.33,0.98
2021,Sud-Ouest,palmier_à_huile,saison_sèche,22.06,2596.3,95.09,16.68,5.36,432.12,27.72,48.34,alluvial,5.2,2.89,84.59,38.17,171.11,pluviale,conventionnelle,0,4.32,9.98,43.11
2012,Nord-Ouest,riz,petite_saison_sèche,20.25,1740.64,69.82,20.0,3.47,405.68,37.75,40.23,limon-argileux,6.16,2.31,103.94,36.1,97.69,aspersion,améliorée,1072.2,4.4,1.12,4.93
2019,Sud,café_robusta,grande_saison_pluies,27.18,1767.01,94.56,18.52,5.1,425.41,47.77,26.97,ferrallitique,5.63,4.6,65.66,37.69,107.78,goutte-à-goutte,traditionnelle,585.3,3.1,0.75,2.33
2022,Sud,cacao,petite_saison_pluies,27.43,1701.79,70.29,18.43,4.66,421.65,65.33,65.69,sableux_forestier,5.66,4.48,86.68,41.91,108.28,non_irriguée,biologique,743.8,3.37,0.36,1.21
2017,Ouest,haricot,saison_sèche,16.95,1980.83,85.14,14.86,3.1,407.2,56.47,20.7,limoneux,6.03,3.15,24.46,37.68,75.58,pluviale,intégrée,1401.4,3.2,0.5,1.6
2008,Littoral,macabo,grande_saison_pluies,26.69,1980.06,87.03,13.94,4.38,394.69,65.28,44.92,ferrallitique,5.21,1.27,31.34,15.37,78.33,pluviale,biologique,164.0,2.76,6.98,19.26
2003,Adamaoua,pomme_de_terre,petite_saison_pluies,24.5,1325.62,56.82,21.18,3.6,388.04,55.47,25.23,ferrallitique_lessivé,6.12,2.23,192.19,101.9,157.55,pluviale,biologique,859.9,0.1,6.77,0.68
2007,Extrême-Nord,arachide,petite_saison_sèche,32.15,646.94,20,16.52,4.99,400.63,68.99,30.55,vertisol,5.74,1.63,14.32,58.25,47.7,gravitaire,traditionnelle,293.4,4.66,1.17,5.45
2021,Littoral,cacaotier,petite_saison_sèche,25.33,2621.5,83.44,21.91,5.75,431.55,38.29,47.51,sableux_côtier,5.9,4.26,112.75,34.45,143.58,goutte-à-goutte,traditionnelle,0,4.18,0.28,1.17
2024,Littoral,macabo,saison_sèche,26.3,2292.24,81.38,26.94,4.79,431.8,55.92,42.18,alluvial,5.72,3.41,55.65,19.87,105.25,gravitaire,intégrée,0,5.84,9.69,56.59
2015,Centre,manioc,saison_sèche,25.61,1758.77,83.02,16.71,5.58,411.58,67.44,37.81,alluvial,5.41,1.81,44.99,13.8,79.32,gravitaire,intégrée,454.2,3.3,12.05,39.77
2016,Nord,tomate,saison_sèche,23.43,554.68,41.76,23.24,5.26,411.82,79.28,42.25,vertisol,6.27,2.53,119.63,40.55,166.22,pluviale,améliorée,413.4,4.31,9.65,41.59
2002,Nord-Ouest,tomate,petite_saison_pluies,14.0,1880.68,69.78,12.64,4.21,385.82,84.53,45.19,andosolique,6.8,4.16,125.58,41.02,182.36,aspersion,traditionnelle,2171.8,1.53,4.2,6.43
2020,Nord-Ouest,maïs,petite_saison_pluies,20.37,1715.61,78.03,18.62,4.32,423.39,65.36,14.63,limon-argileux,6.41,1.33,90.04,48.47,107.73,non_irriguée,conventionnelle,1362.6,4.58,2.22,10.17
2006,Nord-Ouest,riz,grande_saison_pluies,20.18,1724.57,69.19,12.23,4.17,394.42,62.55,31.04,limon-argileux,6.9,1.69,89.45,50.19,127.67,aspersion,améliorée,1700.9,0.1,0.92,0.09
2013,Est,palmier_à_huile,grande_saison_pluies,27.04,1618.28,81.96,15.72,4.48,404.01,41.75,28.82,alluvial,6.02,2.15,109.48,44.05,157.68,goutte-à-goutte,traditionnelle,645.5,0.1,22.88,2.29
2006,Ouest,pomme_de_terre,saison_sèche,15.01,1869.23,67.91,21.97,2.57,394.48,58.56,35.56,andosolique,5.83,2.0,170.15,61.28,186.78,aspersion,intégrée,1025.6,2.98,6.8,20.26
2018,Adamaoua,patate_douce,grande_saison_pluies,22.93,1236.93,78.7,17.0,1.76,419.39,91.47,50.19,limoneux,5.93,5.35,41.94,29.68,140.45,pluviale,intégrée,1106.1,6.95,10.39,72.21
2008,Ouest,café_arabica,petite_saison_sèche,19.44,1606.0,75.1,22.52,5.78,403.29,36.97,32.12,ferrallitique_rouge,5.9,2.66,66.71,37.63,88.53,goutte-à-goutte,conventionnelle,1710.7,4.65,1.0,4.65
2011,Adamaoua,soja,saison_sèche,25.72,1475.64,56.96,18.8,6.12,406.8,36.47,39.98,brun_eutrophe,5.87,3.73,29.84,45.07,84.79,gravitaire,biologique,1193.1,1.49,0.69,1.03
2011,Centre,ananas,saison_sèche,27.37,1417.69,75.64,15.08,4.73,406.48,76.41,30.6,ferrallitique,5.64,3.81,104.09,43.06,183.89,non_irriguée,traditionnelle,674.5,3.24,11.9,38.56
2015,Extrême-Nord,mil,saison_sèche,35.96,796.95,20.01,10.49,5.47,412.98,31.1,41.2,vertisol,5.28,3.0,41.71,26.22,46.86,aspersion,biologique,278.0,0.1,0.77,0.08
2018,Littoral,palmier_à_huile,petite_saison_pluies,27.87,2871.52,82.52,14.75,4.65,420.79,70.01,51.49,ferrallitique,5.47,4.19,96.33,18.67,176.41,non_irriguée,améliorée,92.3,2.37,16.51,39.13
2017,Nord-Ouest,tomate,saison_sèche,11.31,2051.95,65.11,20.44,4.25,416.15,64.97,22.61,limon-argileux,5.88,2.94,76.96,58.29,160.65,goutte-à-goutte,biologique,1748.1,3.32,2.97,9.86
2023,Ouest,pomme_de_terre,petite_saison_pluies,17.97,1987.47,77.14,14.24,2.98,432.9,41.17,28.74,ferrallitique_rouge,5.64,3.78,151.72,61.71,261.45,aspersion,conventionnelle,1328.3,0.1,4.58,0.46
2019,Sud,bananier,petite_saison_pluies,21.89,1597.3,85.3,15.72,5.4,425.05,66.09,28.57,hydromorphe,6.6,2.92,130.18,88.1,252.52,aspersion,conventionnelle,637.5,1.48,16.09,23.81
2004,Nord,oignon,petite_saison_sèche,28.65,950.5,49.09,8,4.87,385.89,52.44,38.03,vertisol,6.83,3.67,110.98,37.7,97.22,non_irriguée,biologique,302.4,0.95,4.44,4.22
2003,Ouest,haricot,saison_sèche,25.15,1969.38,71.26,23.48,3.59,386.03,62.09,53.56,ferrallitique_rouge,6.58,2.31,12.93,39.57,63.62,pluviale,améliorée,1486.7,1.92,0.33,0.63
2000,Ouest,oignon,petite_saison_pluies,20.38,1711.71,78.92,27.89,4.36,384.51,48.97,45.12,ferrallitique_rouge,6.92,4.41,109.69,72.69,162.31,gravitaire,biologique,1588.1,3.5,1.27,4.45
2019,Ouest,café_arabica,grande_saison_pluies,18.16,1932.17,80.61,23.99,4.14,422.18,55.66,34.06,limoneux,5.66,2.99,75.78,33.05,122.55,goutte-à-goutte,conventionnelle,1530.7,3.07,0.68,2.09
2006,Centre,tomate,petite_saison_sèche,21.13,1713.13,87.79,14.04,5.24,395.18,60.4,44.0,ferrallitique,5.62,3.04,120.59,72.18,196.7,non_irriguée,intégrée,675.4,0.1,5.81,0.58
2013,Est,palmier_à_huile,saison_sèche,28.01,1194.92,75.5,21.25,5.12,404.92,36.4,53.28,ferrallitique,6.54,2.67,99.55,56.05,168.67,non_irriguée,améliorée,512.9,3.31,13.41,44.39
2020,Extrême-Nord,niébé,petite_saison_pluies,36.02,904.72,44.51,19.4,5.9,422.71,44.28,6.82,vertisol,5.0,2.64,10.97,31.26,41.97,pluviale,intégrée,318.5,3.88,0.52,2.02
2019,Littoral,ananas,petite_saison_pluies,28.53,2652.8,89.42,16.34,4.92,424.67,61.97,30.55,alluvial,4.74,5.14,67.28,33.75,114.85,non_irriguée,traditionnelle,128.4,0.1,12.25,1.23
2000,Adamaoua,patate_douce,saison_sèche,17.44,857.32,75.05,22.92,4.3,376.07,47.04,43.54,ferrallitique_lessivé,5.79,3.49,74.44,20.29,158.44,goutte-à-goutte,améliorée,777.5,7.15,7.66,54.77
2007,Sud,cacao,petite_saison_sèche,22.75,1386.91,93.25,14.92,4.71,396.97,77.28,54.07,hydromorphe,6.1,3.5,42.13,35.31,122.46,goutte-à-goutte,conventionnelle,408.2,3.87,0.73,2.83
2020,Extrême-Nord,arachide,saison_sèche,34.61,350.27,36.85,17.1,5.47,429.04,39.22,28.21,halomorphe,5.97,2.21,17.51,31.91,59.42,pluviale,améliorée,287.4,3.73,0.65,2.42
2020,Littoral,cacaotier,saison_sèche,26.04,2742.06,81.7,17.19,2.75,428.26,56.55,41.78,sableux_côtier,6.38,3.77,105.94,27.02,107.35,aspersion,améliorée,177.0,1.18,0.4,0.47
2016,Est,bananier,petite_saison_pluies,18.02,1363.55,87.68,17.51,2.65,421.02,45.81,38.76,alluvial,6.45,3.79,206.36,44.36,266.14,gravitaire,traditionnelle,460.8,4.12,11.52,47.46
2005,Extrême-Nord,niébé,petite_saison_pluies,41.63,576.17,25.26,15.31,4.05,391.02,39.76,30.62,vertisol,5.95,3.3,12.26,25.16,44.13,non_irriguée,conventionnelle,346.4,6.52,0.51,3.33
2021,Est,bananier,petite_saison_sèche,23.92,941.17,93.26,18.84,5.05,426.03,67.12,16.99,alluvial,6.15,4.01,91.85,65.57,291.57,non_irriguée,traditionnelle,680.4,3.34,15.21,50.8
