annee,region,culture,saison,temperature_C,precipitations_mm,humidite_pct,rayonnement_MJm2,etp_mmd,usage_terres_pct,stress_ecologique_idx,type_sol,ph_sol,matiere_organique_pct,N_kgha,P_kgha,K_kgha,irrigation,pratique_agricole,altitude_m,superficie_ha,rendement_tha,NK_ratio,NP_ratio,NPK_total,indice_aridite,bilan_hydrique,temp_x_humidite,region_encoded,culture_encoded,saison_encoded,type_sol_encoded,irrigation_encoded,pratique_agricole_encoded
2024,Adamaoua,maïs,petite_saison_sèche,23.48,951.64,47.93,24.83,2.81,95.24,38.74,ferrallitique_lessivé,6.39,3.34,98.63,41.26,108.0,pluviale,biologique,925.3,2.86,2.27,0.9048623853211009,2.333885470894463,247.89,1.0766396540141083,-74.0100000000001,11.253964000000002,0,11,2,5,4,1
2015,Centre,manioc,petite_saison_sèche,28.73,1659.42,83.15,19.11,4.46,57.88,34.96,ferrallitique,6.18,2.65,52.23,36.63,94.17,aspersion,améliorée,746.6,1.92,9.53,0.5488073972890616,1.3879883072017005,183.03,0.9804145938979294,31.519999999999982,23.888995,1,10,2,4,0,0
2017,Centre,maïs,petite_saison_pluies,23.22,1807.24,67.05,19.35,2.65,21.68,51.12,ferrallitique,6.52,3.63,107.89,52.84,102.55,non_irriguée,traditionnelle,852.5,0.42,2.4,1.0419121197489136,2.0039004457652303,263.28000000000003,0.5349124010087156,839.99,15.569009999999999,1,11,1,4,3,4
2018,Est,riz,petite_saison_pluies,21.06,1391.34,68.26,15.95,3.17,71.6,44.31,hydromorphe,5.32,3.83,119.85,26.56,85.97,gravitaire,intégrée,560.2,3.82,2.38,1.378061400482925,4.348693759071118,232.38,0.8310111036097505,234.28999999999996,14.375556,2,19,1,8,2,3
2020,Nord-Ouest,riz,petite_saison_pluies,20.98,1750.0,71.43,21.9,3.3,53.01,31.29,limon-argileux,5.31,1.93,75.31,39.67,59.26,gravitaire,traditionnelle,1245.5,5.77,1.83,1.2497510786591437,1.8517334644701253,174.24,0.6878926327812679,545.5,14.986014000000003,6,19,1,9,2,4
2024,Sud-Ouest,poivre,grande_saison_pluies,27.2,3450.1,81.76,29.09,3.97,100.0,39.28,volcanique,5.21,1.42,99.87,32.07,67.94,non_irriguée,biologique,266.2,1.57,1.06,1.4486510008703222,3.0199576655579077,199.88,0.4198806177740431,2001.0499999999997,22.238720000000004,9,17,0,15,3,1
2009,Littoral,macabo,saison_sèche,25.11,2396.65,78.37,19.4,5.73,62.57,38.72,sableux_côtier,6.26,2.29,33.21,29.64,68.19,non_irriguée,améliorée,89.3,3.26,5.02,0.4799826564532447,1.0838772845953002,131.04,0.8722916188768169,305.1999999999998,19.678707000000003,4,9,3,12,3,0
2022,Adamaoua,haricot,petite_saison_pluies,21.17,1524.43,74.1,15.95,3.22,19.67,47.31,brun_eutrophe,6.05,3.21,6.6,24.51,58.12,gravitaire,traditionnelle,987.9,1.42,0.8,0.11163734776725304,0.2587220697765582,89.22999999999999,0.770471276951417,349.1299999999999,15.68697,0,8,1,2,2,4
2020,Adamaoua,soja,petite_saison_sèche,17.57,1342.4,61.22,18.99,3.93,91.59,45.79,brun_eutrophe,5.83,4.36,20.53,54.97,106.38,gravitaire,améliorée,1253.4,1.25,0.91,0.19119016576643696,0.3668036448097195,181.88,1.067775792764627,-92.04999999999995,10.756353999999998,0,20,2,2,2,0
2022,Ouest,oignon,petite_saison_pluies,19.05,1733.53,70.26,20.48,4.34,61.93,42.53,limoneux,6.37,5.1,88.18,48.98,116.88,pluviale,intégrée,1659.4,3.11,1.94,0.7480488632507636,1.7643057222889158,254.04,0.9132733362928286,149.43000000000006,13.384530000000002,7,14,1,10,4,3
2005,Nord,coton,petite_saison_sèche,39.62,947.95,43.42,18.42,4.75,33.75,32.73,brun_subaride,5.81,0.78,93.13,41.62,41.97,aspersion,améliorée,399.8,1.68,0.65,2.1673260414242494,2.185124354763022,176.72,1.8270193371621264,-785.8,17.203004,5,7,2,3,0,0
2009,Ouest,maïs,saison_sèche,21.73,1989.19,75.38,13.58,4.73,53.59,46.48,ferrallitique_rouge,6.51,3.49,112.43,64.27,86.35,gravitaire,améliorée,1287.1,3.84,1.46,1.28712077847739,1.722537153362954,263.04999999999995,0.8674799893477507,262.74,16.380074,7,11,3,6,2,0
2010,Ouest,tomate,grande_saison_pluies,22.29,1327.46,82.0,15.67,4.06,65.51,33.56,andosolique,5.57,2.29,96.31,51.79,198.43,non_irriguée,conventionnelle,1535.4,1.81,10.16,0.4829263400691972,1.8243985603333965,346.53,1.115502160396248,-154.43999999999983,18.2778,7,23,0,1,3,2
2011,Sud,manioc,saison_sèche,27.11,1802.39,86.24,23.62,4.66,95.56,50.04,ferrallitique,6.23,1.72,64.69,38.59,124.89,non_irriguée,intégrée,649.1,2.01,10.99,0.5138613074906664,1.633998484465774,228.17000000000002,0.9431681444390841,101.49000000000001,23.379664,8,10,3,4,3,3
2006,Sud-Ouest,cacaotier,grande_saison_pluies,27.54,2495.74,93.14,13.27,2.59,63.16,40.54,ferrallitique,5.98,4.98,47.43,43.33,130.81,gravitaire,biologique,641.0,0.33,0.3,0.359836127759654,1.06993006993007,221.57,0.3786337383948669,1550.3899999999999,25.650756,9,4,0,4,2,1
2012,Adamaoua,patate_douce,grande_saison_pluies,17.76,1297.07,52.6,23.58,5.36,31.38,27.67,ferrallitique_lessivé,6.19,3.3,77.84,44.42,93.4,aspersion,améliorée,866.1,3.65,3.15,0.8245762711864406,1.7137824746807573,215.66000000000003,1.5071606307826235,-659.3300000000002,9.34176,0,16,0,5,0,0
2012,Ouest,café_arabica,petite_saison_sèche,23.95,1738.6,78.92,12.83,4.06,40.64,60.15,andosolique,5.58,2.69,101.22,28.02,73.58,goutte-à-goutte,intégrée,1447.7,0.65,0.48,1.3572003218020918,3.4879393521709168,202.82,0.851862497125776,256.70000000000005,18.90134,7,5,2,1,1,3
2013,Adamaoua,haricot,petite_saison_sèche,22.67,1512.56,49.07,10.34,3.7,27.8,69.32,limoneux,6.18,4.27,7.56,14.48,46.3,pluviale,améliorée,1105.0,2.63,0.96,0.159830866807611,0.4883720930232558,68.34,0.8922672375062767,162.05999999999995,11.124169000000002,0,8,2,10,4,0
2012,Extrême-Nord,oignon,petite_saison_pluies,33.79,899.86,46.33,14.63,5.28,57.54,55.92,halomorphe,6.33,4.45,104.66,59.45,156.18,aspersion,améliorée,134.4,3.92,3.93,0.6658607965389999,1.7313482216708023,320.29,2.139289123726217,-1027.3400000000001,15.654906999999998,3,14,1,7,0,0
2012,Nord-Ouest,haricot,grande_saison_pluies,13.85,1484.59,76.15,20.68,4.06,79.25,41.27,ferrallitique_rouge,6.33,4.46,11.48,15.34,64.81,gravitaire,conventionnelle,1629.4,4.77,0.41,0.1744415742288406,0.7025703794369645,91.63,0.9975161383692674,2.6900000000000546,10.546775,6,8,0,6,2,2
2015,Adamaoua,riz,saison_sèche,27.65,1137.79,54.48,20.38,4.97,62.32,39.71,brun_eutrophe,5.93,4.46,145.37,67.74,82.47,gravitaire,biologique,1193.5,0.1,3.02,1.7415838025637955,2.1147803316846088,295.58000000000004,1.5929627060300846,-676.26,15.063719999999998,0,19,3,2,2,1
2022,Extrême-Nord,coton,petite_saison_sèche,34.17,608.23,43.04,18.59,5.01,55.02,30.99,sableux,5.56,4.23,81.57,27.18,71.31,gravitaire,traditionnelle,249.7,1.19,0.26,1.1280597427741668,2.894606103619588,180.06,3.0015757595653527,-1220.4199999999998,14.706768,3,7,2,11,2,4
2021,Sud-Ouest,cacaotier,petite_saison_pluies,25.75,3375.82,74.85,20.99,2.78,78.58,38.93,alluvial,5.12,2.3,95.64,29.3,147.16,gravitaire,biologique,450.4,2.53,0.51,0.6455183585313176,3.1564356435643566,272.1,0.3004898099395289,2361.1200000000003,19.273874999999997,9,4,1,0,2,1
2009,Adamaoua,patate_douce,petite_saison_sèche,22.28,1443.12,71.68,20.71,4.28,61.75,25.51,limoneux,5.22,4.01,69.48,31.31,72.59,non_irriguée,traditionnelle,1316.8,1.08,8.43,0.9441500203832043,2.15041782729805,173.38,1.0817660582223085,-119.08000000000015,15.970304000000004,0,16,2,10,3,4
2003,Sud-Ouest,poivre,saison_sèche,22.06,3065.79,82.76,16.44,3.58,72.11,18.38,ferrallitique,5.45,1.54,50.21,47.71,82.64,aspersion,conventionnelle,0.0,3.5,1.23,0.600310856049737,1.0307944980496817,180.56,0.42608069023311024,1759.09,18.256856,9,17,3,4,0,2
2013,Nord-Ouest,café_arabica,petite_saison_pluies,16.09,2072.1,82.21,16.09,1.48,39.8,38.49,ferrallitique_rouge,5.39,2.54,59.5,31.6,104.58,goutte-à-goutte,conventionnelle,2487.8,3.91,0.7,0.5635537033529078,1.8251533742331287,195.68,0.26057594906179155,1531.8999999999999,13.227588999999998,6,5,1,6,1,2
2002,Adamaoua,maïs,petite_saison_pluies,14.3,1547.61,70.53,23.27,4.6,60.76,34.12,limoneux,6.03,3.24,49.88,50.5,95.39,pluviale,biologique,1196.3,2.14,1.36,0.5174810665006744,0.9685436893203884,195.76999999999998,1.0841980873170132,-131.38999999999987,10.085790000000001,0,11,1,10,4,1
2018,Nord,tomate,petite_saison_pluies,31.87,1054.15,46.67,21.0,4.47,62.41,48.04,vertisol,6.12,0.35,64.59,78.76,162.04,pluviale,intégrée,299.4,1.32,11.62,0.39616045142296374,0.8098044132397192,305.39,1.5462730417476187,-577.3999999999999,14.873729,5,23,1,14,4,3
2017,Sud,manioc,grande_saison_pluies,24.08,1812.55,80.96,22.48,3.38,64.81,48.54,sableux_forestier,6.14,1.94,57.99,13.51,89.56,goutte-à-goutte,conventionnelle,657.7,3.03,9.88,0.6403489399293286,3.996554100620262,161.06,0.6802679826858924,578.8499999999999,19.495167999999996,8,10,0,13,1,2
2008,Sud-Ouest,poivre,petite_saison_pluies,23.77,3786.12,90.87,15.91,3.04,52.54,33.07,alluvial,5.33,5.57,47.93,31.27,65.24,goutte-à-goutte,améliorée,42.7,3.44,0.36,0.7235809178743962,1.4852804462348932,144.44,0.2929930923762648,2676.52,21.599799000000004,9,17,1,0,1,0
2014,Ouest,café_arabica,petite_saison_sèche,23.2,1859.14,69.67,16.37,3.77,69.42,16.45,limoneux,5.97,2.27,94.72,28.68,112.28,aspersion,améliorée,1578.2,3.78,0.53,0.8361581920903954,3.1913746630727764,235.68,0.7397561473867558,483.09000000000015,16.16344,7,5,2,10,0,0
2022,Extrême-Nord,arachide,saison_sèche,32.6,708.79,27.1,17.2,4.09,76.66,68.28,sableux,5.55,2.44,10.95,24.09,57.48,pluviale,traditionnelle,255.8,2.81,1.58,0.1872435020519836,0.4364288561179753,92.52,2.103227715239719,-784.06,8.8346,3,1,3,11,4,4
2005,Sud-Ouest,thé,grande_saison_pluies,21.79,2727.36,88.25,20.92,2.41,66.06,27.06,volcanique,4.08,3.06,154.86,53.15,87.95,aspersion,biologique,256.6,2.33,0.69,1.7409780775716697,2.859833795013851,295.96000000000004,0.3224097992933484,1847.71,19.229675,9,22,0,15,0,1
2012,Littoral,macabo,grande_saison_pluies,26.77,2317.31,76.4,23.31,1.93,29.74,49.53,alluvial,5.75,4.4,46.16,18.85,84.58,aspersion,biologique,45.5,2.91,5.53,0.5393783594297733,2.3254408060453398,149.58999999999997,0.30386359028775267,1612.8600000000001,20.452280000000002,4,9,0,0,0,1
2002,Est,cacaotier,grande_saison_pluies,27.92,1599.56,72.28,20.53,4.66,30.49,25.8,alluvial,5.41,2.19,114.59,48.59,104.23,goutte-à-goutte,traditionnelle,776.6,0.36,0.13,1.088948018625867,2.3107481347045775,267.41,1.0626905583045936,-101.34000000000015,20.180576000000002,2,4,0,0,1,4
2024,Nord-Ouest,riz,petite_saison_pluies,19.14,1781.2,80.82,16.41,4.09,44.93,22.24,ferrallitique_rouge,5.98,2.58,89.83,52.27,112.27,aspersion,améliorée,1400.2,1.86,0.58,0.7930608281098261,1.6863149990613853,254.37,0.8376444843451912,288.35000000000014,15.468947999999997,6,19,1,6,0,0
2013,Centre,ananas,grande_saison_pluies,17.5,1402.82,84.77,21.01,4.08,43.72,29.12,hydromorphe,5.07,2.6,74.16,35.25,134.15,goutte-à-goutte,intégrée,1036.3,0.1,28.76,0.548723640399556,2.045793103448276,243.56,1.0608197632175067,-86.38000000000011,14.83475,1,0,0,8,1,3
2014,Sud,manioc,petite_saison_sèche,25.35,1424.01,71.18,17.89,4.9,47.62,18.6,sableux_forestier,5.61,3.42,58.91,40.51,88.13,aspersion,conventionnelle,777.9,6.22,10.29,0.6609446875350612,1.4191761021440616,187.54999999999998,1.2550789117269354,-364.49000000000024,18.044130000000003,8,10,2,13,0,2
2008,Ouest,café_arabica,saison_sèche,22.9,1622.09,62.18,14.86,4.93,51.83,60.02,andosolique,5.76,4.1,106.83,25.07,77.12,gravitaire,améliorée,1425.3,3.85,0.8,1.3675115207373272,4.097813578826237,209.02,1.1086569444701155,-177.3599999999999,14.239219999999998,7,5,3,1,2,0
2007,Extrême-Nord,sorgho,saison_sèche,34.22,672.83,20.0,19.87,7.28,37.24,47.68,vertisol,5.88,1.99,60.79,24.74,52.65,goutte-à-goutte,traditionnelle,283.3,1.14,0.86,1.133084808946878,2.361693861693862,138.18,3.9434278675630354,-1984.3700000000003,6.843999999999999,3,21,3,14,1,4
2023,Est,riz,petite_saison_sèche,25.4,1548.62,89.0,17.59,5.07,54.34,35.99,ferrallitique,6.36,2.07,121.9,30.53,95.38,goutte-à-goutte,conventionnelle,751.3,4.03,1.31,1.2647852251504463,3.8661592134475105,247.81,1.1941959964378366,-301.9300000000003,22.605999999999998,2,19,2,4,1,2
2011,Est,palmier_à_huile,petite_saison_sèche,17.49,1647.78,92.6,16.75,2.81,77.53,37.87,ferrallitique,5.68,3.55,77.2,33.76,165.47,pluviale,biologique,686.7,7.69,12.88,0.4637472217216315,2.220943613348677,276.43,0.6220660124455659,622.1299999999999,16.195739999999997,2,15,2,4,4,1
2023,Sud,ananas,petite_saison_pluies,21.53,1712.69,83.56,26.31,4.54,71.8,34.77,ferrallitique,5.66,1.77,100.52,17.3,240.9,pluviale,biologique,636.5,2.51,20.65,0.4155436130632493,5.492896174863388,358.72,0.9669776914144331,55.590000000000146,17.990468,8,0,1,4,4,1
2004,Ouest,café_arabica,petite_saison_sèche,23.01,1485.33,84.71,18.57,4.64,53.06,49.0,andosolique,6.2,1.75,100.73,32.64,148.09,non_irriguée,traditionnelle,1923.1,3.5,1.13,0.6756321684888322,2.9943519619500596,281.46000000000004,1.139450862190765,-208.26999999999998,19.491771,7,5,2,1,3,4
2007,Nord-Ouest,tomate,saison_sèche,16.58,1705.52,77.36,16.0,3.15,73.18,37.6,andosolique,5.64,1.33,102.34,57.39,177.84,goutte-à-goutte,biologique,1724.3,1.03,5.43,0.5722433460076046,1.7526973796883027,337.57000000000005,0.6737395401167288,555.77,12.826288,6,23,3,1,1,1
2009,Nord,oignon,petite_saison_sèche,28.96,613.76,46.49,17.75,4.32,67.8,51.43,sableux,6.3,3.99,87.5,45.33,128.25,non_irriguée,intégrée,326.1,2.82,2.71,0.6769825918762089,1.888625080941075,261.08,2.5649033769275817,-963.0400000000002,13.463504,5,14,2,11,3,3
2000,Ouest,oignon,grande_saison_pluies,17.58,2055.11,73.64,15.06,4.94,69.3,28.63,limoneux,5.33,3.73,118.99,51.45,122.31,non_irriguée,conventionnelle,1728.3,0.1,1.02,0.9649663449841861,2.2686367969494756,292.75,0.8769472450403918,252.01,12.945911999999998,7,14,0,10,3,2
2006,Nord-Ouest,pomme_de_terre,petite_saison_sèche,13.15,1702.9,92.28,16.69,3.38,47.93,47.72,andosolique,5.95,3.24,136.67,87.35,249.59,goutte-à-goutte,traditionnelle,1674.3,2.72,4.96,0.5453928728201444,1.546915676287493,473.61,0.7240448383121075,469.20000000000005,12.13482,6,18,2,1,1,4
2023,Nord-Ouest,maïs,petite_saison_pluies,19.53,1338.61,55.08,13.27,4.03,19.25,33.19,andosolique,6.0,5.19,117.0,38.14,101.53,non_irriguée,intégrée,2530.3,0.1,1.72,1.14112942553399,2.9892692897291773,256.66999999999996,1.0980434604101195,-132.34000000000015,10.757124000000001,6,11,1,1,3,3
2020,Est,palmier_à_huile,saison_sèche,26.95,1401.46,87.42,14.4,3.5,46.22,41.06,ferrallitique,6.22,1.48,84.53,49.75,240.81,non_irriguée,intégrée,613.0,0.56,15.11,0.3495719779992556,1.665615763546798,375.09000000000003,0.9108994195912896,123.96000000000004,23.55969,2,15,3,4,3,3
2023,Extrême-Nord,mil,petite_saison_pluies,35.1,737.96,32.58,17.0,4.78,21.36,23.14,halomorphe,6.12,3.1,31.97,19.56,26.45,goutte-à-goutte,intégrée,417.8,6.91,0.65,1.164663023679417,1.5549610894941635,77.98,2.3610208942297284,-1006.74,11.43558,3,12,1,7,1,3
2024,Littoral,cacaotier,petite_saison_sèche,24.81,2601.06,79.4,11.31,4.27,45.33,69.18,ferrallitique,6.48,4.02,55.1,24.5,142.23,non_irriguée,intégrée,56.9,0.79,0.37,0.38469594358723735,2.16078431372549,221.82999999999998,0.5989677409437139,1042.51,19.69914,4,4,2,4,3,3
2003,Nord-Ouest,tomate,saison_sèche,14.4,1761.87,77.53,8.0,4.77,28.93,45.31,limon-argileux,6.4,5.4,179.82,49.41,186.5,gravitaire,biologique,2650.4,1.05,3.44,0.95904,3.5671493751239836,415.73,0.9876224565623104,20.819999999999936,11.16432,6,23,3,9,2,1
2006,Est,cacaotier,saison_sèche,21.58,1324.1,98.77,17.62,4.48,82.26,26.2,hydromorphe,6.41,0.67,84.47,52.68,115.38,non_irriguée,améliorée,674.7,3.22,0.92,0.7258119951881766,1.5735842026825633,252.53,1.2340200739566827,-311.10000000000014,21.314565999999996,2,4,3,8,3,0
2019,Est,bananier,saison_sèche,25.93,1404.56,93.87,17.95,5.77,46.65,33.16,ferrallitique,6.01,4.13,222.19,53.27,337.75,pluviale,biologique,739.9,0.99,16.18,0.6559114391143911,4.094158835452368,613.21,1.4983707561399013,-701.4899999999998,24.340491,2,2,3,4,4,1
2000,Sud-Ouest,thé,saison_sèche,26.16,3150.1,87.44,21.33,2.63,76.99,66.79,ferrallitique,4.23,2.77,125.5,35.03,71.52,non_irriguée,intégrée,422.1,0.81,0.94,1.730557087699945,3.483208437413267,232.05,0.3046396496461553,2190.15,22.874304,9,22,3,4,3,3
2006,Est,riz,petite_saison_sèche,27.97,1574.76,81.36,21.63,4.27,52.13,16.03,alluvial,5.6,1.92,108.64,39.59,99.99,goutte-à-goutte,conventionnelle,615.1,1.31,3.43,1.0757500742647788,2.6765213106676518,248.22000000000003,0.9890782860334061,16.210000000000036,22.756392,2,19,2,0,1,2
2001,Sud-Ouest,palmier_à_huile,petite_saison_sèche,24.08,2883.95,86.6,21.54,3.87,53.58,46.42,alluvial,5.44,1.76,94.82,68.62,214.42,pluviale,biologique,440.5,4.59,11.73,0.44016340172685914,1.3619649525998274,377.86,0.48962720324442366,1471.3999999999999,20.853279999999994,9,15,2,0,4,1
2024,Sud-Ouest,cacaotier,petite_saison_sèche,24.16,3083.1,83.12,18.12,4.26,99.75,49.35,volcanique,5.58,1.26,99.43,32.96,101.29,non_irriguée,améliorée,495.3,1.1,0.33,0.9720402776419983,2.927856301531213,233.68,0.5041665315651244,1528.2,20.081792,9,4,2,15,3,0
2004,Sud,ananas,petite_saison_sèche,22.18,1507.33,79.99,22.1,3.45,73.83,26.28,hydromorphe,6.13,2.84,78.05,21.95,204.4,pluviale,biologique,694.5,1.38,13.95,0.3799902629016553,3.400871459694989,304.4,0.8348637234557424,248.07999999999993,17.741781999999997,8,0,2,8,4,1
2009,Centre,palmier_à_huile,petite_saison_pluies,22.87,1940.41,80.16,20.09,3.22,41.99,33.4,ferrallitique,4.71,3.75,92.53,52.51,207.83,pluviale,traditionnelle,577.5,5.72,14.45,0.44308767897332757,1.729209493552607,352.87,0.6053847461381162,765.1099999999999,18.332591999999998,1,15,1,4,4,4
2023,Littoral,maïs,petite_saison_sèche,27.17,2184.03,92.02,13.92,5.92,49.57,20.84,ferrallitique,6.66,4.42,120.34,44.43,77.8,gravitaire,biologique,84.4,0.1,0.91,1.5271573604060915,2.648910411622276,242.57,0.988910907401729,23.230000000000018,25.001834,4,11,2,4,2,1
2018,Nord,oignon,grande_saison_pluies,29.21,1014.83,49.87,16.51,5.15,54.17,38.44,sableux,6.4,1.38,112.21,67.99,145.0,gravitaire,traditionnelle,402.0,2.03,3.2,0.7685616438356164,1.6264676040005799,325.2,1.8504572615496688,-864.9200000000002,14.567027000000001,5,14,0,11,2,4
2008,Est,cacaotier,grande_saison_pluies,21.54,1677.67,85.05,15.41,4.11,41.92,49.15,hydromorphe,4.75,5.05,87.45,31.27,120.44,goutte-à-goutte,intégrée,539.1,1.86,0.58,0.720108695652174,2.7099473194917882,239.16,0.8936539045792204,177.51999999999998,18.31977,2,4,0,8,1,3
2010,Ouest,haricot,petite_saison_sèche,20.29,1690.92,67.1,16.61,3.37,50.71,41.53,andosolique,6.04,2.2,11.51,41.62,80.49,pluviale,améliorée,1407.5,0.15,0.31,0.1412443244569886,0.2700610042233693,133.62,0.7270142796349709,460.8700000000001,13.614589999999998,7,8,2,1,4,0
2010,Nord,arachide,saison_sèche,27.36,991.84,44.5,12.74,4.71,61.89,42.79,vertisol,6.03,2.12,12.78,18.06,63.65,gravitaire,intégrée,310.7,1.5,1.23,0.19767981438515078,0.6705141657922351,94.49,1.7315478828411426,-727.3100000000001,12.1752,5,1,3,14,2,3
2015,Nord-Ouest,tomate,grande_saison_pluies,18.8,2074.81,64.47,30.0,3.91,60.74,24.52,limon-argileux,5.59,3.68,76.5,61.47,182.99,non_irriguée,améliorée,1712.4,0.1,2.76,0.41578346649274417,1.2245878021450296,320.96000000000004,0.687514753277034,647.6599999999999,12.12036,6,23,0,9,3,0
2009,Sud-Ouest,cacaotier,petite_saison_sèche,24.57,2965.25,83.8,21.83,3.79,38.91,11.43,volcanique,6.36,1.27,77.05,31.02,146.07,non_irriguée,biologique,22.7,3.79,0.14,0.5239001835860475,2.4063085571517804,254.14,0.4663632532659081,1581.9,20.58966,9,4,2,15,3,1
2013,Littoral,bananier,petite_saison_sèche,24.96,2980.57,97.11,15.61,4.42,62.88,49.49,alluvial,5.52,3.17,232.54,83.43,323.71,aspersion,intégrée,0.0,5.74,13.03,0.7161467155307814,2.754234276915788,639.6800000000001,0.5410907676157192,1367.2700000000002,24.238656000000002,4,2,2,0,0,3
2017,Ouest,café_arabica,petite_saison_sèche,16.63,1739.81,78.35,17.31,3.41,43.98,23.52,limoneux,6.08,2.29,100.41,30.56,112.39,gravitaire,améliorée,1654.5,4.23,0.45,0.8855278243231325,3.181558935361217,243.36,0.7149832549215596,495.15999999999985,13.029604999999998,7,5,2,10,2,0
2015,Nord-Ouest,café_arabica,saison_sèche,23.69,1589.61,69.66,12.64,3.25,78.82,63.57,limon-argileux,6.24,1.91,64.69,28.03,89.15,pluviale,traditionnelle,2337.7,3.38,0.47,0.7175818080976151,2.228384429900103,181.87,0.7457830643589567,403.3599999999999,16.502454,6,5,3,9,4,4
2005,Extrême-Nord,mil,saison_sèche,32.37,386.53,39.38,27.29,5.08,53.0,28.5,vertisol,6.21,2.41,43.57,18.54,37.12,goutte-à-goutte,biologique,244.9,2.61,1.36,1.1429695697796434,2.22978505629478,99.22999999999999,4.784661832632313,-1467.67,12.747306000000002,3,12,3,14,1,1
2024,Sud,café_robusta,petite_saison_sèche,23.92,1828.13,80.89,19.26,5.07,41.86,18.33,sableux_forestier,4.77,4.13,89.9,34.62,104.09,non_irriguée,biologique,580.3,2.46,0.5,0.8554572271386431,2.5238629983155536,228.61,1.0117104853126897,-22.420000000000073,19.348888000000002,8,6,2,13,3,1
2000,Littoral,ananas,grande_saison_pluies,26.06,2640.88,83.01,18.81,6.04,29.49,15.14,alluvial,5.4,3.56,74.09,16.41,193.14,non_irriguée,conventionnelle,114.1,3.33,14.78,0.3816318120943649,4.255600229753016,283.64,0.8344815055945008,436.2800000000002,21.632406,4,0,0,0,3,2
2014,Nord,tomate,grande_saison_pluies,34.72,755.02,49.68,15.64,5.85,55.28,51.81,vertisol,6.38,1.0,103.62,54.81,152.3,goutte-à-goutte,intégrée,404.8,2.49,2.41,0.6759295499021526,1.8566565131696828,310.73,2.8243300441787254,-1380.23,17.248896,5,23,0,14,1,3
2000,Centre,ananas,petite_saison_sèche,30.6,1360.79,81.04,14.94,4.84,34.41,31.49,hydromorphe,6.15,3.29,72.34,41.52,256.87,pluviale,traditionnelle,888.7,1.11,20.64,0.28052894869507894,1.7013170272812794,370.73,1.2972631609866425,-405.80999999999995,24.798240000000007,1,0,2,8,4,4
2010,Ouest,tomate,petite_saison_pluies,17.36,1857.9,86.89,16.07,5.36,43.54,43.03,andosolique,6.41,5.43,94.58,65.86,170.97,gravitaire,intégrée,1574.5,0.1,5.37,0.5499796476129557,1.4145976667663775,331.40999999999997,1.0524503738770241,-98.5,15.084104,7,23,1,1,2,3
2011,Centre,tomate,grande_saison_pluies,22.85,1352.57,62.32,29.13,2.8,67.05,49.9,hydromorphe,6.88,2.56,89.13,73.66,173.59,pluviale,intégrée,813.9,2.59,8.45,0.51051033850736,1.1938119474953122,336.38,0.7550403747127965,330.57000000000005,14.240120000000001,1,23,0,8,4,3
2009,Nord-Ouest,tomate,grande_saison_pluies,22.18,1455.07,69.16,11.2,3.02,66.22,24.54,andosolique,6.65,3.41,146.14,57.93,200.27,aspersion,améliorée,1626.2,0.18,6.22,0.7260893327371192,2.4798913965722043,404.34000000000003,0.7570377797770712,352.77,15.339687999999999,6,23,0,1,0,0
2022,Sud-Ouest,ananas,saison_sèche,22.61,3034.11,92.99,19.12,2.6,42.08,27.71,ferrallitique,6.03,3.36,86.07,33.7,276.63,goutte-à-goutte,améliorée,319.9,3.36,14.03,0.3100169290062313,2.480403458213256,396.4,0.31267400522551075,2085.11,21.025038999999996,9,0,3,4,1,0
2013,Sud,cacao,petite_saison_sèche,23.79,1630.52,83.33,10.39,4.45,69.44,50.05,ferrallitique,5.82,2.72,74.57,30.15,123.57,aspersion,biologique,936.1,0.1,0.41,0.5986192502207593,2.393900481540931,228.29,0.9955440325585957,6.269999999999982,19.824206999999998,8,3,2,4,0,1
2004,Nord,arachide,petite_saison_sèche,30.52,806.48,38.5,15.99,4.47,64.72,54.34,sableux,5.9,4.2,17.49,41.04,76.16,aspersion,traditionnelle,298.3,1.4,1.31,0.22667185069984447,0.41603235014272116,134.69,2.0205454005052754,-825.0699999999999,11.7502,5,1,2,11,0,4
2008,Nord,sorgho,saison_sèche,41.16,970.73,45.39,22.19,5.69,56.26,41.23,vertisol,7.09,3.52,74.06,14.93,52.11,goutte-à-goutte,intégrée,534.8,0.1,0.62,1.3944643193372246,4.649089767733836,141.10000000000002,2.1372706410216833,-1106.1200000000003,18.682523999999997,5,21,3,14,1,3
2022,Nord,coton,saison_sèche,36.08,747.1,66.82,17.41,4.95,50.83,58.68,vertisol,6.2,4.87,97.73,16.6,75.28,goutte-à-goutte,conventionnelle,410.9,1.52,1.08,1.2812008390141585,5.552840909090909,189.61,2.4151182996925544,-1059.65,24.108655999999996,5,7,3,14,1,2
2016,Extrême-Nord,niébé,petite_saison_pluies,26.14,666.92,31.47,25.24,4.79,36.8,41.36,vertisol,6.34,3.18,23.49,25.85,49.88,aspersion,améliorée,391.8,3.76,1.03,0.46167452830188677,0.8748603351955306,99.22,2.6176039046592408,-1081.4299999999998,8.226258,3,13,1,14,0,0
2023,Centre,tomate,grande_saison_pluies,27.22,1561.01,96.1,21.25,6.05,44.0,27.52,hydromorphe,6.06,1.1,146.57,59.76,129.44,gravitaire,traditionnelle,740.4,0.1,1.18,1.1236583869978534,2.412277814351547,335.77,1.4137233436405656,-647.24,26.158419999999996,1,23,0,8,2,4
